Marca temporal	Pais	Comercial encargado	Cliente	Nombre-Correo Gestor Cliente	N° Vacantes	Perfil del Puesto	Tiempo del Servicio	Modalidad de Trabajo	Formación Académica Mínima Requerida	Conocimientos Técnicos Específicos	Años y Tipo de Experiencia	Asignación Equipo	Especificaciones Máquina Portátil	Tarifa	Salario	Observaciones	USUARIO	Estado	Observación Proceso	Número de Candidatos Enviados	Fecha de Envío al Solicitante	Candidato 1	Candidato 2	Candidato 3	Candidato 4	Candidato 5	Candidato 6
2024-08-27 13:55:10	España	Andres Leon	Cliente E	pelayopi@example.org	1	Técnico de prótesis médicas y dentales	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Reprehenderit ab architecto. Itaque ipsum quod eveniet consectetur. Modi error corporis enim blanditiis.	> a 3 años	Cliente	Por determinar	9526089	$ 2668154 + $351010	Velit ea a perspiciatis placeat. Dolorum ea laudantium quia. Natus odio delectus minus aliquam.	Carolina Sabogal	CERRADA	Sed deserunt magnam quidem consequatur enim.	10	2024-10-01 01:56:38	Enrique Jaume-Arjona	Mamen Eulalia Ferreras Marcos	Vicente Eric Llobet Rocha	Chus Velázquez-Jara	Chucho Marqués Benavente	Abraham Real Milla
2024-09-29 08:44:54	Colombia	Víctor Díaz	Banco Falabella	gloriasaldana@example.com	1	Oficial maquinistas en navegación	Indefinido	Presencial	Tecnología	Tenetur mollitia et minus. Ratione error beatae error. Corporis iste et ex ab repellendus magni.	6 meses - 1 año	Samtel	N/A	8008049	$ 1838206 + $245867	Accusamus esse laboriosam iste quibusdam.	Barbara Correa	CERRADA	Provident odit soluta earum.	8	2024-04-09 23:39:19	Nicolás de Cantón	Martirio Pérez Pons	Toni Meléndez Enríquez	Guillermo Barberá-Ros	Mireia de Ferrero	Florencio Bárcena
2025-02-05 19:06:48	España	Víctor Díaz	Cliente C	maxi03@example.net	1	Ingeniero industrial	1 Año	100 % Remoto	Ingeniería de Sistemas	"Odit nobis tempora qui quo illum officia. Nisi non praesentium reiciendis ex assumenda.
Quam odio earum cupiditate incidunt omnis tempora. Ducimus quasi tempore debitis."	5 Años	Samtel	N/A	7559100	$ 2940759 + $211490	Itaque velit molestias ad voluptatibus.	Carolina Sabogal	CONTRATADO	Maiores totam commodi adipisci dolor.	7	2025-03-03 11:24:36	Rita de Camps	Marcos Rico Huerta	Flavia Sierra Gómez	Narciso Garrido Sarabia	Balduino Vallejo	Esperanza Téllez Acedo
2024-07-28 03:46:16	Colombia	Alexander Gabel	Cliente F	cabelloalfonso@example.com	5	Chef	Indefinido	Hibrido	Pregrado Ingeniería de Sistemas	"Perferendis dolor nam iusto non. Incidunt consequuntur nobis tempore.
Laudantium facilis quaerat maiores quibusdam. Sapiente deleniti vel. Et non culpa laudantium molestiae."	> a 3 años	Cliente	N/A	5154677	$ 4798297 + $176565	Officia odio voluptas laudantium nobis. Nihil possimus pariatur blanditiis cumque quisquam.	Víctor Díaz	ATENDIDA	Autem autem recusandae occaecati veniam sit iste.	9	2024-07-29 12:56:34	Che de Ribas	Delia Isa Ribes Porras	Urbano de Carbó	Regina Cuéllar Rocamora	Chucho Puente Ortega	Armida Trillo
2024-07-24 06:36:14	Colombia	Claudía Navas	Cliente K	haydee02@example.net	2	Profesor de artes	Indefinido	100 % Remoto	Tecnología	Dolore aut animi ea tempore tenetur. Molestias ea possimus ex necessitatibus incidunt. Aperiam officia ratione nisi aspernatur delectus dolore.	> a 3 años	Cliente	N/A	7860822	$ 2245256 + $207535	Ducimus fugit voluptate repellat similique officiis molestias. Quasi perspiciatis debitis facilis.	Alicia Perdomo	CERRADA	Esse a enim aut sed quae.	4	2024-10-04 17:59:05	Lope Joan Carreras Alemán	Águeda Maricela Planas Esteban	Nacho Conde	Pastor Cózar Ramos	Edelmiro Barceló Arnau	Carlota Bou Arranz
2024-06-10 06:46:38	España	Claudía Navas	Cliente P	xmarin@example.org	2	Director de producción agropecuaria y silvicultura	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	Saepe deleniti eos quas saepe. Consequuntur nobis placeat voluptas aperiam ducimus. Voluptatem ut magnam neque illum provident facilis debitis.	5 Años	Cliente	Por determinar	5081850	$ 1160501 + $357818	Vel corrupti ab nulla qui cum quo impedit. Quo aliquam corporis dolorum natus molestiae.	Alicia Perdomo	CERRADA	Earum dolore suscipit quod animi saepe.	5	2024-03-28 14:47:12	Maricruz Arribas Ripoll	Juanita Campoy Amorós	Apolonia del Costa	Ale Cruz-Carnero	Cayetana Benavent Corbacho	Juan Bautista Crespo Agustín
2024-09-23 14:48:52	Colombia	Niolimar Sequera	Cliente L	verdejopaloma@example.com	5	Catador de bebidas	6 meses	Presencial	Pregrado Ingeniería de Sistemas	Nostrum eius nihil cum nemo porro assumenda. Sed eaque ut pariatur perspiciatis dolore beatae magnam.	> a 3 años	Samtel	Por determinar	6894706	$ 3534575 + $269970	Eum blanditiis placeat accusamus est aut totam. Quisquam quae eum magni. Perferendis ipsum saepe.	Alicia Perdomo	CERRADA	Id praesentium soluta quo libero.	2	2024-05-17 18:04:35	Juana del Escudero	Gervasio José Manuel Diéguez Sierra	Julia de Baena	Vicente Salvador Losa	Aurora Ureña Carrasco	Zaira Florentina Amores Villanueva
2024-11-18 03:49:49	Colombia	Claudía Navas	Cliente K	domingo85@example.com	1	Lavador de ventanas	Más de 1 año	Hibrido	Pregrado Ingeniería de Sistemas	Minima et sed voluptates. Odit ullam quo doloremque nam. Tenetur deleniti at ratione atque ullam in. Adipisci asperiores ea doloremque.	> a 3 años	Samtel	Por definir	7796674	$ 4088985 + $476172	Maiores dolorem commodi vitae minus. Similique ducimus ducimus voluptatem saepe beatae.	Angelica Garzón	CONTRATADO	Corrupti sequi veritatis quia.	2	2024-04-10 13:22:36	Felicidad Pinedo Águila	Eloísa Maricela Amat Olmo	Omar Molins Aguado	María Jesús Rosalinda Moreno Cabrera	Josué Niño Amo	Angelita Montaña-Andres
2024-11-30 04:09:11	España	Angelica Garzón	Banco Falabella	dolorescanovas@example.com	1	Mampostero	1 Año	Presencial	Ingeniería de Sistemas	"In suscipit accusantium at. At aliquam ullam earum.
Placeat ipsum repellendus eos. Molestiae hic maiores voluptatem veritatis dignissimos."	6 meses - 1 año	Cliente	Por definir	4561672	$ 2120127 + $255268	Sit sit doloribus ipsum alias. Reiciendis est reprehenderit est nostrum.	Cristian Carrillo	ATENDIDA	Amet maxime autem. Sunt fugit illo.	9	2024-05-07 19:49:53	Ismael Torres Prats	Hermenegildo Cruz Hervás	Loreto del Villa	Isabela del Blazquez	América Yuste Botella	Virgilio Domínguez Rocha
2024-05-29 11:04:21	España	Alexander Gabel	Cliente D	maria-manuelaaguilar@example.net	5	Lavador de ventanas	1 Año	Presencial	Pregrado Ingeniería de Sistemas	"Est consequatur provident numquam aliquam ab voluptates odio.
Consectetur eligendi eligendi deleniti. Aperiam sed eligendi eius nemo."	> a 3 años	Cliente	Por determinar	4257216	$ 2218871 + $453238	Vero omnis provident in. Rerum omnis consectetur ut impedit.	Cristian Carrillo	ATENDIDA	Aperiam ex quas vero id.	10	2024-09-24 22:02:02	Ricardo Arranz Lara	Juan Bautista Bou Valverde	Juan José Galiano Carballo	Virginia Carrión Toledo	Alba Folch-Barreda	Maricela Aroca
2025-01-10 06:42:22	Colombia	Niolimar Sequera	Cliente E	rita51@example.net	4	Avicultor	1 Año	Hibrido	Tecnología	Excepturi animi sunt nulla voluptatum vitae aliquam. Necessitatibus rerum cupiditate quam minima ipsum repudiandae.	5 Años	Cliente	Por definir	8467154	$ 4200574 + $304717	Facere tenetur ex odit vitae sequi. Explicabo mollitia unde aliquid.	Víctor Díaz	ATENDIDA	Fuga facere nulla odio reiciendis natus.	9	2024-09-27 15:57:15	Benita Clemente	Mamen Alba	Alejandro Oliveras Milla	Graciela Peral Salgado	Begoña Palmer Lillo	Juan Garcia Morata
2024-05-31 22:07:28	Colombia	Alexander Gabel	Cliente T	vendrellpelayo@example.net	2	Barnizador	Indefinido	100 % Remoto	Ingeniería de Sistemas	"Nesciunt excepturi laborum sed excepturi. Ad repellat quibusdam sunt est.
Est vitae in omnis. Voluptate aspernatur temporibus blanditiis."	6 meses - 1 año	Cliente	Por determinar	6246081	$ 4418011 + $375338	Fugit nobis officiis error perspiciatis laudantium fugit. Temporibus at aperiam illum.	Barbara Correa	CONTRATADO	Rem dolore porro corporis.	9	2024-04-29 19:06:54	Maura Morillo Avilés	René Montalbán Berenguer	Rosa María del Salas	Gabriel Mancebo	Susana Garcés	Crescencia Alberto Sebastián
2024-03-28 19:45:53	España	Niolimar Sequera	Cliente F	vigilsantiago@example.com	2	Director de servicios de tecnología de la información y las comunicaciones	6 meses	Hibrido	Ingeniería de Sistemas	"Temporibus officia iure et a similique temporibus quis. Omnis repellat fugiat inventore delectus a omnis.
Dolorum mollitia totam possimus libero dolorum."	6 meses - 1 año	Cliente	N/A	8608345	$ 4728622 + $347336	Provident ratione veniam recusandae fuga. Doloribus sequi alias ut recusandae quae voluptatibus.	Alexander Gabel	CONTRATADO	Voluptate natus architecto sunt quasi.	6	2025-01-26 08:37:45	José Mari Neira Ugarte	Macarena Niño Roma	Arturo Pedraza Pereira	Merche Soraya Sacristán Sarabia	Abraham Vallejo Cuadrado	Anunciación Eugenia Posada Frías
2024-08-11 12:08:44	España	Andres Leon	Cliente K	contrerasconcepcion@example.net	4	Afinador de instrumentos musicales	Más de 1 año	100 % Remoto	Ingeniería de Sistemas	Saepe unde quam officiis dolores deleniti repudiandae. Quae sit expedita odit. Ab est doloribus quae dolorem similique.	6 meses - 1 año	Cliente	Por determinar	3339892	$ 4254435 + $136580	"Sapiente ipsa nam itaque.
Error distinctio beatae libero. Iste atque eveniet ut accusamus quis."	Alexander Gabel	ATENDIDA	Modi rem mollitia aspernatur tempore sequi.	7	2024-09-29 19:47:23	Armando Cabanillas Seco	Consuela Mendoza Córdoba	María Jesús Camacho León	Azahara Navarrete Jurado	Abraham Barbero-Mercader	José María Pablo Sans
2024-10-25 14:08:14	España	Angelica Garzón	BBVA	duranfabricio@example.org	5	Operador de instalaciones de procesamiento de la madera	Más de 1 año	Presencial	Tecnología	Delectus facilis cumque sapiente ducimus dolor reiciendis. Incidunt nisi error libero. Vel omnis reprehenderit deleniti quia unde consequatur sit.	6 meses - 1 año	Samtel	Por definir	7751507	$ 3731897 + $170067	Corporis facilis ipsum accusantium. Ea veritatis eligendi veniam.	Carolina Sabogal	CONTRATADO	Perspiciatis dicta facere.	5	2024-11-05 18:55:21	Emma Galiano-Vallés	Ruperta Duque-Lloret	Javier Calderon Sotelo	Felicia Cid Arana	Angelino Carnero	Nacio Lladó Vallejo
2025-02-03 13:58:08	Colombia	Niolimar Sequera	Cliente M	barrosiban@example.net	2	Vendedor ambulantes (excluyendo de comida)	Indefinido	Presencial	Ingeniería de Sistemas	"Consectetur similique expedita architecto. Ipsa quis provident ipsam qui qui quasi. Maxime ducimus consectetur minima omnis laboriosam.
Suscipit quaerat aut commodi quod temporibus."	6 meses - 1 año	Samtel	Por definir	6875757	$ 2061510 + $260279	Odio voluptatem ducimus consequuntur accusantium ducimus. Eveniet blanditiis distinctio nostrum.	Víctor Díaz	CONTRATADO	Dolor eum dolore nihil. Atque ab labore officiis.	10	2024-10-11 00:27:29	Ricarda Nieves Mancebo Gras	Marina Acero Bejarano	Quique Castellanos Carnero	Verónica Corral Gimenez	Leoncio Herberto Molina Fabra	Sofía Oller Acedo
2024-12-07 22:06:45	España	Niolimar Sequera	Cliente D	mquevedo@example.org	4	Ayudante de odontología	6 meses	Presencial	Tecnología	Quibusdam totam libero culpa fugit eveniet dolores. Totam reiciendis nemo provident aspernatur aperiam laudantium. Dolor est molestias molestias impedit in.	6 meses - 1 año	Cliente	Por determinar	1129629	$ 4126742 + $307676	Id minima esse perspiciatis nam. Perferendis quo iusto repudiandae. At optio voluptates fugiat.	Alexander Gabel	CERRADA	Mollitia et laborum eveniet vel ab maxime.	9	2024-04-29 15:42:27	Fortunata Calderón Bayón	Nacho Moreno	Eusebio de Diez	Melisa Baró Barba	Evelia Luís Godoy	José María Ferrera-Llanos
2024-05-08 21:05:03	España	Claudía Navas	Cliente C	zmoya@example.org	3	Fotógrafo	Indefinido	Hibrido	Pregrado Ingeniería de Sistemas	"Sunt deleniti officia perferendis.
Recusandae ex cumque aspernatur ipsum sequi repellat. Placeat autem commodi. Sunt in nemo earum."	5 Años	Samtel	Por determinar	5027672	$ 3912822 + $256105	Dicta aliquam a nostrum reprehenderit. Consectetur blanditiis neque impedit sunt quam.	Cristian Carrillo	ATENDIDA	Fuga maiores mollitia ea architecto.	4	2024-06-11 17:08:08	Amílcar Feijoo Hernández	Pablo Bonilla-Mármol	Olimpia Tomé-Mena	Heraclio Cerdá Rosado	Dionisio Ugarte	Fanny Joaquina Malo Pareja
2024-05-16 18:08:34	Colombia	Alexander Gabel	Cliente B	felix69@example.net	1	Maestro preescolar	Más de 1 año	Presencial	Ingeniería de Sistemas	Eveniet quis sunt cumque similique blanditiis itaque. Modi maiores eum ullam iusto odio. Molestias ratione repellendus. Repellat porro quo quas porro.	> a 3 años	Cliente	N/A	6453334	$ 2480229 + $430346	Vel quod commodi voluptatibus earum eos.	Barbara Correa	CERRADA	Sequi aliquid dicta iure optio.	2	2024-04-11 09:43:47	Nicanor Feijoo-Querol	Hernando del Jódar	Vidal Vega Guillen	Manolo Sastre	Manola Figuerola Giner	Ramona Méndez Benavent
2024-06-03 01:48:52	España	Alexander Gabel	Mi Banco	chusadadia@example.com	2	Cocinero	6 meses	Presencial	Pregrado Ingeniería de Sistemas	Aliquam excepturi adipisci aliquid quod. Quidem rem ad et ex libero. Quidem fugit minima odio.	5 Años	Cliente	Por definir	3316686	$ 4881073 + $237696	Recusandae quam laboriosam. Mollitia mollitia quisquam accusamus fugit.	Angelica Garzón	CONTRATADO	Velit architecto ut dicta minima voluptas.	8	2024-11-08 08:06:45	Marianela Guitart Pascual	Pilar Pazos Mulet	Natanael Ríos Torrecilla	Evita Lobo Roura	Fátima Trujillo Correa	Brígida Guerra
2025-03-09 23:05:54	Colombia	Víctor Díaz	Cliente C	marisolgiralt@example.net	3	Técnico agropecuario	1 Año	Presencial	Ingeniería de Sistemas	Blanditiis vel voluptatum libero repudiandae. Aspernatur magnam optio impedit. Necessitatibus autem cumque nostrum nam cupiditate.	6 meses - 1 año	Samtel	Por definir	2204236	$ 3203062 + $214256	Qui et blanditiis fuga. Dolore sequi accusantium porro.	Barbara Correa	CONTRATADO	Necessitatibus quam quis.	1	2025-02-02 11:23:31	Osvaldo Muñoz-Baró	María Teresa Sanabria Reig	Sebastián Girona Infante	Javier Téllez Tomás	Mariana Granados Arcos	Porfirio Lino Linares Juliá
2024-04-18 15:46:36	Colombia	Niolimar Sequera	Cliente E	peinadoaurelio@example.com	4	Profesional de partería	1 Año	100 % Remoto	Ingeniería de Sistemas	Placeat quibusdam totam autem deleniti ut. Reprehenderit nisi odio. Ipsum libero nihil reprehenderit.	6 meses - 1 año	Samtel	Por determinar	4521438	$ 4597902 + $302681	Maiores cumque consequatur fuga quos. Numquam alias veritatis.	Alicia Perdomo	CONTRATADO	Perspiciatis accusamus repellat possimus.	9	2024-06-26 05:18:46	Ruy Valderrama	Jose Ávila Losada	Ciriaco Guillen Solé	Fernando Salas-Agustí	Andrés Mariño Pinto	Daniel Nuñez-Arévalo
2024-12-06 22:55:06	España	Angelica Garzón	Cliente O	jesus74@example.org	5	Profesional de nivel medio de servicios estadísticos o matemáticos	Indefinido	100 % Remoto	Ingeniería de Sistemas	In magnam minima corporis adipisci. Ipsam ipsa aut enim ullam exercitationem. Nam atque rerum velit voluptatem. Repellat dolor voluptatem unde.	> a 3 años	Cliente	N/A	5234346	$ 2039621 + $398568	Cumque ratione voluptas. Molestiae sunt quod blanditiis veniam. Minus maiores eum.	Alexander Gabel	CERRADA	Ab est ex dicta quam.	5	2024-03-12 12:51:43	Agustín Calvet Guitart	Fidela Méndez Sanchez	Irma Martirio Isern Gabaldón	Ignacio Calderón Vigil	Jose Ignacio Sanchez Feijoo	Morena Girón Mayo
2024-11-24 21:03:56	Colombia	Víctor Díaz	BBVA	jaureguifulgencio@example.org	5	Astrónomos	6 meses	100 % Remoto	Tecnología	Praesentium distinctio reiciendis quae commodi. Deserunt repellat eligendi nihil.	> a 3 años	Samtel	Por determinar	8242333	$ 3935791 + $208822	Sit assumenda et ad quaerat molestias modi. Iure enim asperiores repudiandae.	Angelica Garzón	CERRADA	Placeat nihil quod vero.	10	2024-11-23 14:46:08	Pastora Jordá Alfonso	Paloma Segarra Solís	Javier Correa-Rosa	Eugenia Macías	Vidal Jurado	Gloria Cánovas Blanca
2024-06-21 14:36:59	Colombia	Andres Leon	Cliente B	ferrerasmaria-cristina@example.org	1	Gerente de centros deportivos, de esparcimiento y culturales	Más de 1 año	Presencial	Tecnología	"Maiores voluptas optio facilis eaque dicta consequuntur.
Eligendi quisquam iusto tenetur quos reprehenderit. Maxime cum corrupti."	6 meses - 1 año	Samtel	Por definir	3475780	$ 2223248 + $100249	Ea est aliquid omnis voluptatum aperiam. At rem nobis. Quam voluptatum molestias optio.	Alicia Perdomo	ATENDIDA	Aliquam esse alias eos. Iusto ut numquam animi.	5	2024-04-23 16:19:29	Felisa del Otero	Damián Paz Morell	Teobaldo del Caparrós	Rómulo Palau Benavent	Paloma Frías	Nilo Ribas Pazos
2024-04-15 23:35:35	España	Víctor Díaz	Cliente T	asdrubal93@example.net	5	Director de servicios de cuidado de las personas de edad	Indefinido	Hibrido	Tecnología	Nihil repellendus repellendus reiciendis laborum a reprehenderit. Vel corporis at eum neque. Deleniti laboriosam rerum perspiciatis saepe fuga veniam. Facere quibusdam quidem qui.	5 Años	Cliente	Por definir	6619486	$ 3520588 + $429541	Asperiores ratione enim culpa aspernatur accusantium dicta.	Alicia Perdomo	ATENDIDA	Voluptates quo quidem.	3	2024-10-25 18:21:31	Cruz Palma Infante	Feliciana Carmona-Rivas	Leonel Escrivá Vilar	Anastasia Baquero Quesada	Pascual Nuñez Nogués	Sancho Tovar Recio
2024-03-16 21:18:26	Colombia	Claudía Navas	BBVA	handreu@example.org	3	Profesional de nivel medio de enfermería	> 1 Año	100 % Remoto	Tecnología	"Odio error autem. Repellendus commodi magni.
Fugiat aut rerum eveniet eligendi aperiam nobis deserunt.
Id amet delectus non voluptates velit blanditiis ipsam. Cupiditate magnam culpa reiciendis."	5 Años	Samtel	Por determinar	8441853	$ 3741184 + $208131	Praesentium fuga amet assumenda nesciunt asperiores. Harum nisi similique repellendus aliquam vero.	Víctor Díaz	CONTRATADO	Adipisci sit enim est quos soluta.	6	2024-09-04 19:21:25	Fernanda de Mariscal	Noa Navas Escobar	Amalia Benavides Cobo	Carmelita Amigó Cuevas	Dani Vizcaíno Andrés	Martin Jaume Almansa
2024-09-15 16:18:44	España	Andres Leon	Cliente G	psevillano@example.com	3	Lavandero	Más de 1 año	Hibrido	Pregrado Ingeniería de Sistemas	Quibusdam accusantium vel aut. Officia saepe eligendi. Delectus illum eum voluptatem consequatur consectetur.	> a 3 años	Samtel	N/A	5364339	$ 2007099 + $103101	Ad provident aliquam a debitis. Incidunt illo voluptatum rerum soluta.	Víctor Díaz	ATENDIDA	Temporibus earum praesentium magni sit quasi.	1	2024-07-18 11:08:42	Ambrosio Torres Molina	Eutropio Alfonso	Clemente Valcárcel Cózar	Eli Bastida Pombo	Imelda Leal Agullo	Luis Guijarro Ruiz
2025-01-20 10:59:04	España	Andres Leon	Cliente O	ruben44@example.com	2	Ensamblador de equipos electrónicos	Más de 1 año	100 % Remoto	Pregrado Ingeniería de Sistemas	Voluptate aut sed nisi. Occaecati vel ex.	6 meses - 1 año	Cliente	N/A	3418063	$ 2520032 + $316442	Nulla nihil ex. Officia nam culpa alias voluptates.	Carolina Sabogal	CONTRATADO	Quas libero id enim quam nihil optio.	10	2024-12-03 07:57:27	Telmo Barral Pelayo	Eugenia Nuñez Fuente	Luna Hoz-Mulet	Isaura Guzmán Berenguer	Javi Rosales	Candela Ximena Pou Maldonado
2024-10-02 19:11:30	España	Angelica Garzón	Cliente L	felisaamor@example.org	4	Biólogo	6 meses	Hibrido	Pregrado Ingeniería de Sistemas	Eveniet soluta distinctio officia dolorem commodi reiciendis. Velit dignissimos nemo veritatis.	6 meses - 1 año	Samtel	Por definir	8279720	$ 3258035 + $325211	Iste esse ad fuga maxime quos debitis nisi. Eius modi blanditiis soluta veritatis.	Cristian Carrillo	ATENDIDA	Dolorum temporibus autem dolore a nobis.	6	2024-03-19 15:39:06	Tomasa Espada	Gabriel Moraleda Jurado	Vidal Grande Robledo	Olga Arrieta Jiménez	Rocío Reguera Gil	Cintia Fonseca-Saez
2024-05-01 23:03:23	España	Víctor Díaz	Cliente P	ivalera@example.net	4	Auxiliar laico de las religión	Indefinido	Presencial	Pregrado Ingeniería de Sistemas	Hic et similique ut error consequatur accusantium. Occaecati atque sapiente. Corporis quasi corporis.	6 meses - 1 año	Samtel	Por determinar	6466804	$ 1164402 + $244577	Cumque eaque dolores porro. Commodi laboriosam culpa assumenda iste nobis.	Víctor Díaz	CONTRATADO	Saepe illo consequuntur odit rem maiores.	2	2024-06-09 09:01:54	Narcisa Posada Ocaña	Fidela Machado-Frías	Teresita Tena Aroca	Adora Zurita Pardo	Bienvenida Múgica Fuertes	Liliana Evita Larrañaga Expósito
